Index,Time_ms,Operations
845,0,000400,28
846,0,000500,30
847,0,000400,28
848,0,000400,28
849,0,000500,30
850,0,000300,28
851,0,000400,28
852,0,000500,28
853,0,000500,28
854,0,000400,30
855,0,000500,28
856,0,000400,28
857,0,000400,30
858,0,000400,28
859,0,000400,30
860,0,000400,28
861,0,000400,30
862,0,000400,30
863,0,000500,28
864,0,000400,28
865,0,000500,30
866,0,000400,28
867,0,000400,30
868,0,000400,30
869,0,000500,28
870,0,000400,28
871,0,000400,30
872,0,000400,30
873,0,000400,28
874,0,000400,30
875,0,000500,30
876,0,000400,28
877,0,000400,28
878,0,000400,30
879,0,000400,28
880,0,000400,30
881,0,000400,30
882,0,000700,30
883,0,000400,30
884,0,000400,28
885,0,000400,30
886,0,000400,30
887,0,000500,30
888,0,000500,28
889,0,000500,30
890,0,000500,28
891,0,000500,30
892,0,000400,28
893,0,000400,28
894,0,000500,30
895,0,000400,28
896,0,000400,28
897,0,000300,28
898,0,000700,30
899,0,000500,30
900,0,000500,28
901,0,000400,30
902,0,000400,28
903,0,000400,28
904,0,000400,28
905,0,000400,28
906,0,000500,28
907,0,000500,30
908,0,000400,30
909,0,000500,30
910,0,000400,30
911,0,000400,28
912,0,000400,30
913,0,000400,30
914,0,000500,28
915,0,000400,28
916,0,000500,30
917,0,000500,28
918,0,000400,30
919,0,000600,30
920,0,000500,30
921,0,000400,28
922,0,000400,28
923,0,000500,30
924,0,000400,30
925,0,000400,28
926,0,000400,28
927,0,000500,28
928,0,000500,28
929,0,000400,28
930,0,000500,28
931,0,000400,28
932,0,000400,28
933,0,000500,30
934,0,000500,30
935,0,000500,30
936,0,000500,28
937,0,000500,30
938,0,000400,30
939,0,000500,28
940,0,000500,28
941,0,000600,30
942,0,000500,28
943,0,000500,30
944,0,000500,30
945,0,000400,28
946,0,000400,28
947,0,000400,28
948,0,000300,28
949,0,000400,30
950,0,000500,30
951,0,000500,30
952,0,000400,28
953,0,000700,28
954,0,000400,28
955,0,000500,30
956,0,000500,28
957,0,000500,28
958,0,000500,30
959,0,000400,30
960,0,013800,30
961,0,000500,28
962,0,000400,30
963,0,000400,28
964,0,000400,30
965,0,000500,28
966,0,000500,30
967,0,000400,30
968,0,000800,30
969,0,000500,28
970,0,000400,30
971,0,000400,28
972,0,000400,30
973,0,000400,28
974,0,000500,30
975,0,000500,30
976,0,000500,30
977,0,000400,30
978,0,000400,28
979,0,000500,28
980,0,000500,30
981,0,000400,30
982,0,000400,30
983,0,000400,28
984,0,000600,30
